waveTime,significant_wave_height (m)
1598788800,1.09
1598790600,1.12
1598792400,0.88
1598794200,0.77
1598796000,0.75
1598797800,0.7
1598799600,0.81
1598801400,0.87
1598803200,0.92
1598805000,0.99
1598806800,0.9
1598808600,0.99
1598810400,1.26
1598812200,1.44
1598814000,1.38
1598815800,1.45
1598817600,1.34
1598819400,1.16
1598821200,0.79
1598823000,0.96
1598824800,0.58
1598826600,0.6
1598828400,0.71
1598830200,0.8
1598832000,0.98
1598833800,0.95
1598835600,0.85
1598837400,0.9
1598839200,0.82
1598841000,0.9
1598842800,0.92
1598844600,0.86
1598846400,0.82
1598848200,0.62
1598850000,0.72
1598851800,0.69
1598853600,0.89
1598855400,0.86
1598857200,0.85
1598859000,0.87
1598860800,0.91
1598862600,0.87
1598864400,0.8
1598866200,0.86
1598868000,0.74
1598869800,0.63
1598871600,0.7
1598873400,0.67
1598875200,0.52
1598877000,0.5
1598878800,0.37
1598880600,0.38
1598882400,0.29
1598884200,0.25
1598886000,0.26
1598887800,0.26
1598889600,0.27
1598891400,0.3
1598893200,0.28
1598895000,0.28
1598896800,0.27
1598898600,0.26
1598900400,0.34
1598902200,0.42
1598904000,0.53
1598905800,0.56
1598907600,0.62
1598909400,0.56
1598911200,0.54
1598913000,0.63
1598914800,0.48
1598916600,0.45
1598918400,0.48
1598920200,0.56
1598922000,0.6
1598923800,0.64
1598925600,0.61
1598927400,0.59
1598929200,0.53
1598931000,0.46
1598932800,0.44
1598934600,0.45
1598936400,0.46
1598938200,0.51
1598940000,0.48
1598941800,0.47
1598943600,0.66
1598945400,0.71
1598947200,0.79
1598949000,0.98
1598950800,0.94
1598952600,1.12
1598954400,1.1
1598956200,0.98
1598958000,0.81
1598959800,0.83
1598961600,0.74
1598963400,0.74
1598965200,0.75
1598967000,0.69
1598968800,0.63
1598970600,0.63
1598972400,0.57
1598974200,0.55
1598976000,0.6
1598977800,0.5
1598979600,0.54
1598981400,0.58
1598983200,0.61
1598985000,0.62
1598986800,0.5
1598988600,0.64
1598990400,0.81
1598992200,0.95
1598994000,1.05
1598995800,0.92
1598997600,0.81
1599001200,0.8
1599003000,0.59
1599004800,0.46
1599006600,0.46
1599008400,0.56
1599010200,0.58
1599012000,0.6
1599013800,0.66
1599015600,0.56
1599017400,0.5
1599019200,0.51
1599021000,0.49
1599022800,0.54
1599024600,0.62
1599026400,0.6
1599028200,0.66
1599030000,0.74
1599031800,0.94
1599033600,1.07
1599035400,1.04
1599037200,1.11
1599039000,1.1
1599040800,1.07
1599042600,0.98
1599044400,0.95
1599046200,0.99
1599048000,1.0
1599049800,0.93
1599051600,1.0
1599053400,1.07
1599055200,0.85
1599057000,0.79
1599058800,0.82
1599060600,0.83
1599062400,0.71
1599064200,0.79
1599066000,0.89
1599067800,0.75
1599069600,0.72
1599071400,0.89
1599073200,0.96
1599075000,0.98
1599076800,1.1
1599078600,1.29
1599080400,1.43
1599082200,1.4
1599084000,1.38
1599085800,1.26
1599087600,1.32
1599089400,0.99
1599091200,0.87
1599093000,0.9
1599094800,0.82
1599096600,0.67
1599098400,0.71
1599100200,0.78
1599102000,0.82
1599103800,0.74
1599105600,0.82
1599107400,1.06
1599109200,1.13
1599111000,0.91
1599112800,0.85
1599114600,1.03
1599116400,1.08
1599118200,1.07
1599120000,1.32
1599121800,1.32
1599123600,1.33
1599125400,1.37
1599127200,1.04
1599129000,1.15
1599130800,1.09
1599132600,0.95
1599134400,0.99
1599136200,0.86
1599138000,0.97
1599139800,0.85
1599141600,0.95
1599143400,0.79
1599145200,0.74
1599147000,0.6
1599148800,0.63
1599150600,0.59
1599152400,0.56
1599154200,0.58
1599156000,0.64
1599157800,0.6
1599159600,0.81
1599161400,0.83
1599163200,0.78
1599165000,0.98
1599166800,1.06
1599168600,1.27
1599170400,1.19
1599172200,1.04
1599174000,0.83
1599175800,0.55
1599177600,0.5
1599179400,0.58
1599181200,0.64
1599183000,0.52
1599184800,0.67
1599186600,0.7
1599188400,0.74
1599190200,0.72
1599192000,0.52
1599193800,0.54
1599195600,0.49
1599197400,0.58
1599199200,0.56
1599201000,0.45
1599202800,0.6
1599204600,0.72
1599206400,0.81
1599208200,0.82
1599210000,0.78
1599211800,0.73
1599213600,0.68
1599215400,0.77
1599217200,0.76
1599219000,0.7
1599220800,0.71
1599222600,0.66
1599224400,0.65
1599226200,0.63
1599228000,0.58
1599229800,0.6
1599231600,0.51
1599233400,0.49
1599235200,0.43
1599237000,0.37
1599238800,0.36
1599240600,0.42
1599242400,0.43
1599244200,0.5
1599246000,0.58
1599247800,0.7
1599249600,0.68
1599251400,0.82
1599253200,0.86
1599255000,0.95
1599256800,1.07
1599258600,1.19
1599260400,1.02
1599262200,1.04
1599264000,0.95
1599265800,0.86
1599267600,0.82
1599269400,0.82
1599271200,0.82
1599273000,0.84
1599274800,0.95
1599276600,1.07
1599278400,1.2
1599280200,1.15
1599282000,1.18
1599283800,1.11
1599285600,0.96
1599287400,0.98
1599289200,0.97
1599291000,0.95
1599292800,0.91
1599294600,0.98
1599296400,1.02
1599298200,0.94
1599300000,0.83
1599301800,0.93
1599303600,0.87
1599305400,0.85
1599307200,0.75
1599309000,0.73
1599312600,0.66
1599314400,0.59
1599316200,0.53
1599318000,0.5
1599319800,0.48
1599321600,0.46
1599323400,0.42
1599325200,0.4
1599327000,0.33
1599328800,0.31
1599330600,0.25
1599332400,0.33
1599334200,0.32
1599336000,0.35
1599337800,0.4
1599339600,0.4
1599341400,0.47
1599343200,0.46
1599345000,0.5
1599346800,0.51
1599348600,0.49
1599350400,0.44
1599352200,0.45
1599354000,0.46
1599355800,0.48
1599357600,0.42
1599359400,0.41
1599361200,0.38
1599363000,0.33
1599364800,0.32
1599366600,0.35
1599368400,0.34
1599370200,0.32
1599372000,0.32
1599373800,0.26
1599375600,0.31
1599377400,0.29
1599379200,0.31
1599381000,0.26
1599382800,0.32
1599384600,0.35
1599386400,0.37
1599388200,0.35
1599390000,0.36
1599391800,0.39
1599393600,0.35
1599395400,0.4
1599397200,0.36
1599399000,0.34
1599400800,0.34
1599402600,0.32
1599404400,0.29
1599406200,0.23
1599408000,0.15
1599409800,0.14
1599411600,0.14
1599413400,0.15
1599415200,0.2
1599417000,0.18
1599418800,0.23
1599420600,0.22
1599422400,0.21
1599424200,0.2
1599426000,0.22
1599427800,0.23
1599429600,0.24
1599431400,0.3
1599433200,0.32
1599435000,0.34
1599436800,0.35
1599438600,0.4
1599440400,0.47
1599442200,0.44
1599444000,0.39
1599445800,0.35
1599447600,0.38
1599449400,0.42
1599451200,0.4
1599453000,0.36
1599454800,0.32
1599456600,0.29
1599458400,0.31
1599460200,0.3
1599462000,0.24
1599463800,0.21
1599465600,0.22
1599467400,0.21
1599469200,0.24
1599471000,0.27
1599472800,0.26
1599474600,0.35
1599476400,0.45
1599478200,0.56
1599480000,0.62
1599481800,0.78
1599483600,0.98
1599485400,1.16
1599487200,1.27
1599489000,1.09
1599490800,1.01
1599492600,0.89
1599494400,0.74
1599496200,0.69
1599498000,0.63
1599499800,0.59
1599501600,0.38
1599503400,0.33
1599505200,0.34
1599507000,0.37
1599508800,0.35
1599510600,0.38
1599512400,0.32
1599514200,0.34
1599516000,0.42
1599517800,0.45
1599519600,0.51
1599521400,0.54
1599523200,0.55
1599525000,0.6
1599526800,0.58
1599528600,0.57
1599530400,0.57
1599532200,0.5
1599534000,0.49
1599535800,0.51
1599537600,0.51
1599539400,0.48
1599541200,0.43
1599543000,0.41
1599544800,0.36
1599546600,0.34
1599548400,0.3
1599550200,0.24
1599552000,0.2
1599553800,0.23
1599555600,0.27
1599557400,0.34
1599559200,0.32
1599561000,0.3
1599562800,0.32
1599564600,0.33
1599566400,0.36
1599568200,0.48
1599570000,0.44
1599571800,0.51
1599573600,0.56
1599575400,0.54
1599577200,0.58
1599579000,0.6
1599580800,0.63
1599582600,0.63
1599584400,0.68
1599586200,0.66
1599588000,0.65
1599589800,0.61
1599591600,0.55
1599593400,0.53
1599595200,0.45
1599597000,0.47
1599598800,0.42
1599600600,0.37
1599602400,0.31
1599604200,0.25
1599606000,0.22
1599607800,0.2
1599609600,0.24
1599611400,0.26
1599613200,0.24
1599615000,0.22
1599616800,0.23
1599618600,0.22
1599620400,0.24
1599622200,0.21
1599624000,0.2
1599625800,0.23
1599627600,0.21
1599629400,0.23
1599631200,0.25
1599633000,0.23
1599634800,0.21
1599636600,0.22
1599638400,0.24
1599640200,0.29
1599642000,0.28
1599643800,0.33
1599645600,0.33
1599647400,0.32
1599649200,0.3
1599651000,0.34
1599652800,0.41
1599654600,0.4
1599656400,0.4
1599658200,0.32
1599660000,0.33
1599661800,0.35
1599663600,0.34
1599665400,0.26
1599667200,0.23
1599669000,0.25
1599670800,0.22
1599672600,0.27
1599674400,0.28
1599676200,0.31
1599678000,0.3
1599679800,0.3
1599681600,0.3
1599683400,0.26
1599685200,0.28
1599687000,0.27
1599688800,0.24
1599690600,0.23
1599692400,0.23
1599694200,0.28
1599696000,0.27
1599697800,0.29
1599699600,0.28
1599701400,0.26
1599703200,0.23
1599705000,0.22
1599706800,0.29
1599708600,0.26
1599710400,0.28
1599712200,0.32
1599714000,0.32
1599715800,0.34
1599717600,0.36
1599721200,0.3
1599723000,0.29
1599724800,0.28
1599726600,0.31
1599728400,0.33
1599730200,0.29
1599732000,0.27
1599733800,0.28
1599735600,0.26
1599737400,0.28
1599739200,0.29
1599741000,0.31
1599742800,0.36
1599744600,0.39
1599746400,0.45
1599748200,0.44
1599750000,0.44
1599751800,0.42
1599753600,0.36
1599755400,0.31
1599757200,0.24
1599759000,0.21
1599760800,0.21
1599762600,0.23
1599764400,0.23
1599766200,0.21
1599768000,0.22
1599769800,0.23
1599771600,0.26
1599773400,0.29
1599775200,0.3
1599777000,0.29
1599778800,0.27
1599780600,0.31
1599782400,0.27
1599784200,0.35
1599786000,0.35
1599787800,0.35
1599789600,0.36
1599791400,0.35
1599793200,0.38
1599795000,0.42
1599796800,0.38
1599798600,0.36
1599800400,0.36
1599802200,0.32
1599804000,0.34
1599805800,0.35
1599807600,0.38
1599809400,0.37
1599811200,0.39
1599813000,0.51
1599814800,0.52
1599816600,0.56
1599818400,0.64
1599820200,0.69
1599822000,0.79
1599823800,1.11
1599825600,1.22
1599827400,1.23
1599829200,1.14
1599831000,1.33
1599832800,1.31
1599834600,1.24
1599836400,1.09
1599838200,1.08
1599840000,0.99
1599841800,0.87
1599843600,0.76
1599845400,0.69
1599847200,0.59
1599849000,0.55
1599850800,0.58
1599852600,0.6
1599854400,0.57
1599856200,0.51
1599858000,0.56
1599859800,0.66
1599861600,0.69
1599863400,0.72
1599865200,0.66
1599867000,0.66
1599868800,0.63
1599870600,0.62
1599877800,0.84
1599879600,0.9
1599881400,0.93
1599883200,1.0
1599885000,0.93
1599886800,1.0
1599888600,0.89
1599890400,0.86
1599892200,0.83
1599894000,0.79
1599895800,0.71
1599897600,0.67
1599899400,0.61
1599901200,0.59
1599903000,0.48
1599904800,0.43
1599906600,0.42
1599908400,0.41
1599910200,0.41
1599912000,0.41
1599913800,0.36
1599915600,0.3
1599917400,0.3
1599919200,0.27
1599921000,0.35
1599922800,0.41
1599924600,0.4
1599926400,0.41
1599928200,0.35
1599930000,0.35
1599931800,0.36
1599933600,0.3
1599935400,0.25
1599937200,0.22
1599939000,0.21
1599940800,0.21
1599942600,0.18
1599944400,0.18
1599946200,0.19
1599948000,0.18
1599949800,0.19
1599951600,0.16
1599953400,0.15
1599955200,0.14
1599957000,0.14
1599958800,0.12
1599960600,0.14
1599962400,0.11
1599964200,0.16
1599966000,0.15
1599967800,0.12
1599969600,0.11
1599971400,0.11
1599973200,0.11
1599975000,0.13
1599976800,0.15
1599978600,0.17
1599980400,0.16
1599982200,0.17
1599984000,0.16
1599985800,0.13
1599987600,0.12
1599989400,0.13
1599991200,0.12
1599993000,0.11
1599994800,0.13
1599996600,0.12
1599998400,0.13
1600000200,0.13
1600002000,0.16
1600003800,0.15
1600005600,0.16
1600007400,0.15
1600009200,0.12
1600011000,0.14
1600012800,0.15
1600014600,0.17
1600016400,0.19
1600018200,0.18
1600020000,0.17
1600021800,0.15
1600023600,0.12
1600025400,0.12
1600027200,0.11
1600029000,0.12
1600030800,0.12
1600032600,0.12
1600034400,0.14
1600036200,0.13
1600038000,0.14
1600039800,0.1
1600041600,0.11
1600043400,0.1
1600045200,0.11
1600047000,0.1
1600048800,0.11
1600050600,0.09
1600052400,0.12
1600054200,0.12
1600056000,0.13
1600057800,0.13
1600059600,0.11
1600061400,0.1
1600063200,0.13
1600065000,0.12
1600066800,0.12
1600068600,0.12
1600070400,0.13
1600072200,0.12
1600074000,0.15
1600075800,0.13
1600077600,0.11
1600079400,0.11
1600081200,0.12
1600083000,0.12
1600088400,0.1
1600090200,0.13
1600092000,0.13
1600093800,0.13
1600095600,0.11
1600097400,0.11
1600099200,0.21
1600101000,0.12
1600102800,0.11
1600104600,0.12
1600106400,0.13
1600108200,0.13
1600110000,0.11
1600111800,0.09
1600113600,0.08
1600115400,0.08
1600117200,0.09
1600119000,0.08
1600120800,0.09
1600122600,0.09
1600124400,0.11
1600126200,0.1
1600128000,0.09
1600129800,0.09
1600131600,0.09
1600133400,0.08
1600135200,0.08
1600137000,0.08
1600138800,0.08
1600140600,0.07
1600142400,0.1
1600144200,0.1
1600146000,0.1
1600147800,0.11
1600149600,0.09
1600151400,0.09
1600153200,0.14
1600155000,0.11
1600156800,0.11
1600158600,0.1
1600160400,0.1
1600162200,0.09
1600164000,0.08
1600165800,0.08
1600167600,0.07
1600169400,0.07
1600171200,0.07
1600173000,0.08
1600174800,0.08
1600176600,0.07
1600178400,0.07
1600180200,0.07
1600182000,0.06
1600183800,0.07
1600185600,0.07
1600187400,0.08
1600189200,0.08
1600192800,0.09
1600194600,0.12
1600196400,0.12
1600198200,0.15
1600200000,0.11
1600201800,0.11
1600203600,0.09
1600205400,0.09
1600207200,0.11
1600209000,0.11
1600210800,0.11
1600212600,0.19
1600214400,0.15
1600216200,0.18
1600218000,0.22
1600219800,0.21
1600221600,0.22
1600223400,0.18
1600225200,0.19
1600227000,0.18
1600228800,0.13
1600230600,0.14
1600232400,0.27
1600234200,0.27
1600236000,0.26
1600237800,0.28
1600239600,0.31
1600241400,0.29
1600243200,0.26
1600245000,0.23
1600246800,0.25
1600248600,0.27
1600250400,0.24
1600252200,0.25
1600254000,0.23
1600255800,0.23
1600257600,0.21
1600259400,0.2
1600261200,0.21
1600263000,0.2
1600264800,0.19
1600266600,0.25
1600268400,0.21
1600270200,0.25
1600272000,0.21
1600273800,0.2
1600275600,0.17
1600277400,0.16
1600279200,0.17
1600281000,0.17
1600282800,0.17
1600284600,0.21
1600286400,0.21
1600288200,0.21
1600290000,0.17
1600291800,0.14
1600293600,0.14
1600295400,0.13
1600297200,0.12
1600299000,0.12
1600300800,0.13
1600302600,0.15
1600304400,0.14
1600306200,0.13
1600308000,0.12
1600309800,0.13
1600311600,0.13
1600313400,0.12
1600315200,0.13
1600317000,0.14
1600318800,0.13
1600320600,0.14
1600322400,0.15
1600324200,0.16
1600326000,0.16
1600327800,0.15
1600329600,0.16
1600331400,0.15
1600333200,0.15
1600335000,0.14
1600336800,0.12
1600338600,0.12
1600340400,0.17
1600342200,0.19
1600344000,0.17
1600345800,0.17
1600347600,0.16
1600349400,0.15
1600351200,0.16
1600353000,0.15
1600354800,0.14
1600356600,0.16
1600358400,0.16
1600360200,0.19
1600362000,0.15
1600363800,0.15
1600365600,0.15
1600367400,0.17
1600369200,0.18
1600371000,0.17
1600372800,0.17
1600374600,0.15
1600376400,0.2
1600378200,0.22
1600380000,0.23
1600381800,0.18
1600383600,0.15
1600385400,0.18
1600387200,0.16
1600389000,0.13
1600390800,0.13
1600392600,0.13
1600394400,0.16
1600396200,0.17
1600398000,0.16
1600399800,0.16
1600401600,0.16
1600403400,0.18
1600405200,0.16
1600407000,0.13
1600408800,0.17
1600410600,0.18
1600412400,0.19
1600414200,0.21
1600416000,0.23
1600417800,0.27
1600419600,0.28
1600421400,0.25
1600423200,0.22
1600425000,0.24
1600426800,0.2
1600428600,0.18
1600430400,0.2
1600432200,0.17
1600434000,0.16
1600435800,0.15
1600437600,0.15
1600439400,0.13
1600441200,0.11
1600443000,0.09
1600444800,0.12
1600446600,0.17
1600448400,0.14
1600450200,0.16
1600452000,0.13
1600453800,0.14
1600455600,0.15
1600457400,0.18
1600459200,0.18
1600461000,0.2
1600462800,0.22
1600464600,0.2
1600466400,0.17
1600468200,0.14
1600470000,0.14
1600471800,0.15
1600473600,0.18
1600475400,0.19
1600477200,0.19
1600479000,0.17
1600480800,0.19
1600482600,0.23
1600484400,0.25
1600486200,0.35
1600488000,0.29
1600489800,0.38
1600491600,0.37
1600493400,0.42
1600495200,0.39
1600497000,0.41
1600498800,0.46
1600500600,0.44
1600502400,0.4
1600504200,0.39
1600506000,0.37
1600507800,0.43
1600509600,0.41
1600511400,0.43
1600513200,0.46
1600515000,0.42
1600516800,0.4
1600518600,0.37
1600520400,0.28
1600522200,0.22
1600524000,0.18
1600525800,0.18
1600527600,0.15
1600529400,0.16
1600531200,0.17
1600533000,0.23
1600534800,0.25
1600536600,0.22
1600538400,0.21
1600540200,0.25
1600542000,0.32
1600543800,0.33
1600545600,0.32
1600547400,0.34
1600549200,0.39
1600552800,0.4
1600554600,0.31
1600556400,0.33
1600558200,0.36
1600560000,0.3
1600561800,0.24
1600563600,0.26
1600565400,0.24
1600567200,0.24
1600569000,0.22
1600570800,0.23
1600572600,0.23
1600574400,0.24
1600576200,0.22
1600578000,0.22
1600579800,0.25
1600581600,0.26
1600583400,0.19
1600585200,0.19
1600587000,0.18
1600588800,0.18
1600590600,0.2
1600592400,0.19
1600594200,0.19
1600596000,0.19
1600597800,0.17
1600599600,0.16
1600601400,0.16
1600603200,0.17
1600605000,0.16
1600606800,0.17
1600608600,0.18
1600610400,0.19
1600612200,0.2
1600614000,0.19
1600615800,0.19
1600617600,0.16
1600619400,0.17
1600621200,0.18
1600623000,0.17
1600624800,0.15
1600626600,0.16
1600628400,0.18
1600630200,0.18
1600632000,0.18
1600633800,0.17
1600635600,0.19
1600637400,0.22
1600639200,0.24
1600641000,0.21
1600642800,0.24
1600644600,0.27
1600646400,0.25
1600648200,0.26
1600650000,0.31
1600651800,0.27
1600653600,0.26
1600655400,0.27
1600657200,0.25
1600659000,0.23
1600660800,0.19
1600662600,0.26
1600664400,0.26
1600666200,0.22
1600668000,0.26
1600669800,0.24
1600671600,0.26
1600673400,0.26
1600675200,0.29
1600677000,0.29
1600678800,0.42
1600682400,0.46
1600684200,0.46
1600686000,0.52
1600687800,0.45
1600689600,0.53
1600691400,0.47
1600693200,0.36
1600695000,0.34
1600696800,0.36
1600698600,0.32
1600700400,0.33
1600702200,0.37
1600704000,0.32
1600705800,0.32
1600707600,0.33
1600709400,0.28
1600711200,0.25
1600713000,0.24
1600714800,0.33
1600716600,0.28
1600718400,0.3
1600720200,0.25
1600722000,0.2
1600723800,0.19
1600725600,0.2
1600727400,0.25
1600729200,0.19
1600731000,0.24
1600732800,0.23
1600734600,0.23
1600736400,0.22
1600738200,0.25
1600740000,0.29
1600741800,0.33
1600743600,0.35
1600745400,0.39
1600747200,0.37
1600749000,0.4
1600750800,0.42
1600752600,0.38
1600754400,0.39
1600756200,0.34
1600758000,0.33
1600759800,0.33
1600761600,0.32
1600763400,0.29
1600765200,0.29
1600767000,0.44
1600768800,0.51
1600770600,0.56
1600772400,0.61
1600774200,0.6
1600776000,0.6
1600777800,0.59
1600779600,0.55
1600781400,0.41
1600783200,0.56
1600785000,0.57
1600786800,0.55
1600788600,0.45
1600790400,0.47
1600792200,0.6
1600794000,0.53
1600795800,0.57
1600797600,0.48
1600799400,0.46
1600801200,0.52
1600803000,0.58
1600804800,0.46
1600806600,0.41
1600808400,0.37
1600810200,0.31
1600812000,0.37
1600813800,0.36
1600815600,0.41
1600817400,0.3
1600819200,0.3
1600821000,0.34
1600822800,0.46
1600824600,0.38
1600826400,0.34
1600828200,0.43
1600830000,0.44
1600831800,0.43
1600833600,0.38
1600835400,0.38
1600837200,0.41
1600839000,0.37
1600840800,0.34
1600842600,0.29
1600844400,0.25
1600846200,0.16
1600848000,0.17
1600849800,0.2
1600851600,0.2
1600853400,0.14
1600855200,0.2
1600857000,0.26
1600858800,0.23
1600860600,0.33
1600862400,0.33
1600864200,0.34
1600866000,0.28
1600867800,0.25
1600869600,0.22
1600871400,0.23
1600873200,0.25
1600875000,0.3
1600876800,0.33
1600878600,0.35
1600880400,0.34
1600882200,0.34
1600884000,0.38
1600885800,0.43
1600887600,0.43
1600889400,0.51
1600891200,0.51
1600893000,0.53
1600894800,0.61
1600896600,0.53
1600898400,0.49
1600900200,0.45
1600902000,0.52
1600903800,0.53
1600905600,0.5
1600907400,0.4
1600909200,0.38
1600911000,0.37
1600912800,0.4
1600914600,0.47
1600916400,0.54
1600918200,0.55
1600920000,0.55
1600921800,0.54
1600923600,0.45
1600925400,0.42
1600927200,0.32
1600929000,0.34
1600930800,0.34
1600932600,0.38
1600934400,0.4
1600936200,0.35
1600938000,0.31
1600939800,0.34
1600941600,0.38
1600943400,0.49
1600945200,0.51
1600947000,0.57
1600948800,0.62
1600950600,0.68
1600952400,0.63
1600954200,0.6
1600956000,0.59
1600957800,0.59
1600959600,0.58
1600961400,0.53
1600963200,0.46
1600965000,0.31
1600966800,0.27
1600968600,0.31
1600970400,0.36
1600972200,0.4
1600974000,0.44
1600975800,0.39
1600977600,0.4
1600979400,0.38
1600981200,0.37
1600983000,0.32
1600984800,0.34
1600986600,0.37
1600988400,0.32
1600990200,0.35
1600992000,0.36
1600993800,0.42
1600995600,0.48
1600997400,0.45
1600999200,0.47
1601001000,0.43
1601002800,0.35
1601004600,0.33
1601006400,0.35
1601008200,0.39
1601010000,0.36
1601011800,0.36
1601013600,0.47
1601015400,0.38
1601017200,0.38
1601019000,0.29
1601020800,0.24
1601022600,0.25
1601024400,0.27
1601026200,0.28
1601028000,0.3
1601029800,0.3
1601031600,0.3
1601033400,0.27
1601035200,0.3
1601037000,0.32
1601038800,0.35
1601040600,0.37
1601042400,0.35
1601044200,0.33
1601046000,0.28
1601047800,0.3
1601049600,0.27
1601051400,0.27
1601053200,0.28
1601055000,0.37
1601056800,0.44
1601058600,0.48
1601060400,0.49
1601062200,0.48
1601064000,0.44
1601065800,0.46
1601067600,0.52
1601069400,0.57
1601071200,0.68
1601073000,0.74
1601074800,0.69
1601076600,0.69
1601078400,0.7
1601080200,0.7
1601082000,0.63
1601083800,0.64
1601085600,0.58
1601087400,0.52
1601089200,0.47
1601091000,0.45
1601092800,0.38
1601094600,0.37
1601096400,0.41
1601098200,0.44
1601100000,0.47
1601101800,0.39
1601103600,0.37
1601105400,0.39
1601107200,0.4
1601109000,0.31
1601110800,0.3
1601112600,0.35
1601114400,0.29
1601116200,0.26
1601118000,0.26
1601119800,0.29
1601121600,0.34
1601123400,0.33
1601125200,0.42
1601127000,0.36
1601128800,0.39
1601130600,0.44
1601132400,0.36
1601134200,0.38
1601136000,0.33
1601137800,0.3
1601139600,0.35
1601141400,0.37
1601143200,0.39
1601145000,0.35
1601146800,0.28
1601148600,0.27
1601150400,0.24
1601152200,0.23
1601154000,0.24
1601155800,0.25
1601157600,0.28
1601159400,0.35
1601161200,0.29
1601163000,0.29
1601164800,0.25
1601166600,0.24
1601168400,0.21
1601170200,0.27
1601172000,0.33
1601173800,0.43
1601175600,0.46
1601177400,0.71
1601179200,0.63
1601181000,0.57
1601182800,0.56
1601184600,0.56
1601186400,0.48
1601188200,0.59
1601190000,0.54
1601191800,0.44
1601193600,0.32
1601195400,0.3
1601197200,0.27
1601199000,0.26
1601200800,0.23
1601202600,0.23
1601204400,0.25
1601206200,0.24
1601208000,0.22
1601209800,0.2
1601211600,0.18
1601213400,0.17
1601215200,0.17
1601217000,0.16
1601218800,0.21
1601220600,0.24
1601222400,0.25
1601224200,0.3
1601226000,0.34
1601227800,0.28
1601229600,0.26
1601231400,0.26
1601233200,0.26
1601235000,0.33
1601236800,0.39
1601238600,0.4
1601240400,0.39
1601242200,0.34
1601244000,0.27
1601245800,0.29
1601247600,0.3
1601249400,0.33
1601253000,0.26
1601254800,0.22
1601256600,0.19
1601258400,0.23
1601260200,0.26
1601262000,0.26
1601263800,0.27
1601265600,0.19
1601267400,0.21
1601269200,0.17
1601271000,0.14
1601272800,0.16
1601274600,0.13
1601276400,0.12
1601278200,0.11
1601280000,0.14
1601281800,0.17
1601283600,0.17
1601285400,0.16
1601287200,0.16
1601289000,0.21
1601290800,0.24
1601292600,0.22
1601294400,0.23
1601296200,0.25
1601298000,0.2
1601299800,0.17
1601301600,0.18
1601303400,0.24
1601305200,0.32
1601307000,0.3
1601308800,0.31
1601310600,0.32
1601312400,0.28
1601314200,0.3
1601316000,0.36
1601317800,0.3
1601319600,0.39
1601321400,0.37
1601323200,0.39
1601325000,0.3
1601326800,0.27
1601328600,0.2
1601330400,0.22
1601332200,0.25
1601334000,0.25
1601335800,0.3
1601337600,0.32
1601339400,0.4
1601341200,0.38
1601343000,0.37
1601344800,0.34
1601346600,0.39
1601348400,0.4
1601350200,0.39
1601352000,0.42
1601353800,0.43
1601355600,0.56
1601357400,0.53
1601359200,0.46
1601361000,0.44
1601362800,0.47
1601364600,0.43
1601366400,0.44
1601368200,0.47
1601370000,0.43
1601371800,0.48
1601373600,0.5
1601375400,0.51
1601377200,0.5
1601379000,0.45
1601380800,0.41
1601382600,0.35
1601384400,0.35
1601386200,0.42
1601388000,0.37
1601389800,0.38
1601391600,0.88
1601393400,1.03
1601395200,1.14
1601397000,1.35
1601398800,1.18
1601400600,1.0
1601402400,0.84
1601404200,0.76
1601406000,0.74
1601407800,0.68
1601409600,0.69
1601411400,0.68
1601413200,0.89
1601415000,0.78
1601416800,0.7
1601418600,0.65
1601420400,0.5
1601422200,0.48
1601424000,0.47
1601425800,0.42
1601427600,0.46
1601429400,0.41
1601431200,0.51
1601433000,0.46
1601434800,0.57
1601436600,0.56
1601438400,0.59
1601440200,0.55
1601442000,0.45
1601445600,0.55
1601447400,0.49
1601449200,0.55
1601451000,0.64
1601452800,0.77
1601454600,0.66
1601456400,0.67
1601458200,0.68
1601460000,0.68
1601461800,0.56
1601463600,0.42
1601465400,0.5
1601467200,0.59
1601469000,0.7
1601470800,0.57
1601472600,0.57
1601474400,0.47
1601476200,0.5
1601478000,0.66
1601479800,0.65
1601481600,0.63
1601483400,0.6
1601485200,0.55
1601487000,0.66
1601488800,0.57
1601490600,0.47
1601492400,0.48
1601494200,0.49
1601496000,0.44
1601497800,0.48
1601499600,0.48
1601501400,0.49
1601503200,0.44
1601505000,0.38
1601506800,0.46
1601508600,0.39
1601510400,0.37
1601512200,0.42
1601514000,0.46
1601515800,0.41
1601517600,0.41
1601523000,0.43
1601524800,0.49
1601526600,0.54
1601528400,0.48
1601530200,0.45
1601532000,0.39
1601533800,0.44
1601535600,0.48
1601537400,0.51
1601539200,0.62
1601541000,0.49
1601542800,0.39
1601544600,0.41
1601546400,0.45
1601548200,0.37
1601550000,0.42
1601551800,0.37
1601555400,0.45
1601557200,0.37
1601559000,0.49
1601560800,0.45
1601562600,0.39
1601564400,0.38
1601566200,0.34
1601568000,0.35
1601569800,0.26
1601571600,0.34
1601573400,0.41
1601575200,0.55
1601577000,0.48
1601578800,0.55
1601580600,0.5
1601582400,0.51
1601584200,0.58
1601586000,0.51
1601587800,0.5
1601589600,0.45
1601591400,0.34
1601593200,0.3
1601595000,0.3
1601596800,0.35
1601598600,0.3
1601600400,0.31
1601602200,0.38
1601604000,0.43
1601605800,0.48
1601607600,0.58
1601609400,0.48
1601611200,0.45
